experiment,id,trial,common_ground_manipulation,prior_manipulation,speaker,alignment,agent,correct_inf
adult_ex4,8a945d2ac06cb541b054c3457fc79051,2,novelty,strong,different_speaker,incongruent,Dog,1
adult_ex4,8a945d2ac06cb541b054c3457fc79051,3,novelty,strong,same_speaker,incongruent,Monkey,1
adult_ex4,8a945d2ac06cb541b054c3457fc79051,4,novelty,strong,same_speaker,congruent,Pig,1
adult_ex4,8a945d2ac06cb541b054c3457fc79051,5,novelty,strong,different_speaker,congruent,Frog,0
adult_ex4,8a945d2ac06cb541b054c3457fc79051,6,novelty,strong,different_speaker,congruent,Sheep,1
adult_ex4,8a945d2ac06cb541b054c3457fc79051,7,novelty,strong,same_speaker,congruent,Mouse,0
adult_ex4,8a945d2ac06cb541b054c3457fc79051,8,novelty,strong,same_speaker,incongruent,Bunny,0
adult_ex4,913a4a1765e8e79c8200b65e7a54fac5,1,novelty,strong,same_speaker,incongruent,Cat,0
adult_ex4,913a4a1765e8e79c8200b65e7a54fac5,2,novelty,strong,different_speaker,congruent,Sheep,1
adult_ex4,913a4a1765e8e79c8200b65e7a54fac5,3,novelty,strong,different_speaker,incongruent,Beaver,0
adult_ex4,913a4a1765e8e79c8200b65e7a54fac5,4,novelty,strong,same_speaker,incongruent,Mouse,0
adult_ex4,913a4a1765e8e79c8200b65e7a54fac5,5,novelty,strong,different_speaker,congruent,Tiger,1
adult_ex4,913a4a1765e8e79c8200b65e7a54fac5,6,novelty,strong,same_speaker,congruent,Pig,1
adult_ex4,913a4a1765e8e79c8200b65e7a54fac5,7,novelty,strong,same_speaker,congruent,Bear,1
adult_ex4,913a4a1765e8e79c8200b65e7a54fac5,8,novelty,strong,different_speaker,incongruent,Monkey,0
adult_ex4,92067afbccd4408fc683baa3df2cae09,1,novelty,strong,different_speaker,congruent,Beaver,0
adult_ex4,92067afbccd4408fc683baa3df2cae09,2,novelty,strong,same_speaker,congruent,Frog,1
adult_ex4,92067afbccd4408fc683baa3df2cae09,3,novelty,strong,same_speaker,incongruent,Elephant,1
adult_ex4,92067afbccd4408fc683baa3df2cae09,4,novelty,strong,same_speaker,incongruent,Monkey,1
adult_ex4,92067afbccd4408fc683baa3df2cae09,5,novelty,strong,different_speaker,incongruent,Tiger,1
adult_ex4,92067afbccd4408fc683baa3df2cae09,6,novelty,strong,different_speaker,congruent,Dog,1
adult_ex4,92067afbccd4408fc683baa3df2cae09,7,novelty,strong,different_speaker,incongruent,Pig,1
adult_ex4,92067afbccd4408fc683baa3df2cae09,8,novelty,strong,same_speaker,congruent,Bear,1
adult_ex4,9271bbdbae5d4d1cb8c875cfda94be38,1,novelty,strong,different_speaker,congruent,Mouse,0
adult_ex4,9271bbdbae5d4d1cb8c875cfda94be38,2,novelty,strong,same_speaker,congruent,Cat,0
adult_ex4,9271bbdbae5d4d1cb8c875cfda94be38,3,novelty,strong,same_speaker,incongruent,Monkey,0
adult_ex4,9271bbdbae5d4d1cb8c875cfda94be38,4,novelty,strong,same_speaker,incongruent,Bunny,1
adult_ex4,9271bbdbae5d4d1cb8c875cfda94be38,5,novelty,strong,different_speaker,incongruent,Frog,1
adult_ex4,9271bbdbae5d4d1cb8c875cfda94be38,6,novelty,strong,different_speaker,congruent,Bear,1
adult_ex4,9271bbdbae5d4d1cb8c875cfda94be38,7,novelty,strong,same_speaker,congruent,Tiger,1
adult_ex4,9271bbdbae5d4d1cb8c875cfda94be38,8,novelty,strong,different_speaker,incongruent,Elephant,0
adult_ex4,a1a35ffc0f8b872be5fe0a02abe4c967,1,novelty,strong,same_speaker,congruent,Pig,1
adult_ex4,a1a35ffc0f8b872be5fe0a02abe4c967,2,novelty,strong,different_speaker,congruent,Tiger,1
adult_ex4,a1a35ffc0f8b872be5fe0a02abe4c967,3,novelty,strong,different_speaker,incongruent,Beaver,1
adult_ex4,a1a35ffc0f8b872be5fe0a02abe4c967,4,novelty,strong,different_speaker,incongruent,Cat,1
adult_ex4,a1a35ffc0f8b872be5fe0a02abe4c967,5,novelty,strong,different_speaker,congruent,Sheep,1
adult_ex4,a1a35ffc0f8b872be5fe0a02abe4c967,6,novelty,strong,same_speaker,incongruent,Bear,1
adult_ex4,a1a35ffc0f8b872be5fe0a02abe4c967,7,novelty,strong,same_speaker,congruent,Dog,1
adult_ex4,a1a35ffc0f8b872be5fe0a02abe4c967,8,novelty,strong,same_speaker,incongruent,Bunny,1
adult_ex4,a7c31f7aaa0398720511378a238a1625,1,novelty,strong,different_speaker,incongruent,Beaver,0
adult_ex4,a7c31f7aaa0398720511378a238a1625,2,novelty,strong,same_speaker,congruent,Elephant,0
adult_ex4,a7c31f7aaa0398720511378a238a1625,3,novelty,strong,different_speaker,congruent,Cat,1
adult_ex4,a7c31f7aaa0398720511378a238a1625,4,novelty,strong,different_speaker,congruent,Bear,0
adult_ex4,a7c31f7aaa0398720511378a238a1625,5,novelty,strong,same_speaker,congruent,Pig,1
adult_ex4,a7c31f7aaa0398720511378a238a1625,6,novelty,strong,same_speaker,incongruent,Bunny,1
adult_ex4,a7c31f7aaa0398720511378a238a1625,7,novelty,strong,same_speaker,incongruent,Sheep,1
adult_ex4,a7c31f7aaa0398720511378a238a1625,8,novelty,strong,different_speaker,incongruent,Tiger,0
adult_ex4,acc0eccb320757b0d235e862d36f8cb0,1,novelty,strong,different_speaker,congruent,Mouse,1
adult_ex4,acc0eccb320757b0d235e862d36f8cb0,2,novelty,strong,same_speaker,congruent,Sheep,1
adult_ex4,acc0eccb320757b0d235e862d36f8cb0,3,novelty,strong,different_speaker,incongruent,Bear,0
adult_ex4,acc0eccb320757b0d235e862d36f8cb0,4,novelty,strong,same_speaker,congruent,Monkey,1
adult_ex4,acc0eccb320757b0d235e862d36f8cb0,5,novelty,strong,different_speaker,congruent,Elephant,1
adult_ex4,acc0eccb320757b0d235e862d36f8cb0,6,novelty,strong,same_speaker,incongruent,Beaver,0
adult_ex4,acc0eccb320757b0d235e862d36f8cb0,7,novelty,strong,same_speaker,incongruent,Bunny,1
adult_ex4,acc0eccb320757b0d235e862d36f8cb0,8,novelty,strong,different_speaker,incongruent,Frog,1
adult_ex4,ace084ab85b271427e7d6b9e9e26f40a,1,novelty,strong,different_speaker,incongruent,Mouse,1
adult_ex4,ace084ab85b271427e7d6b9e9e26f40a,2,novelty,strong,same_speaker,incongruent,Tiger,1
adult_ex4,ace084ab85b271427e7d6b9e9e26f40a,3,novelty,strong,different_speaker,incongruent,Cat,1
adult_ex4,ace084ab85b271427e7d6b9e9e26f40a,4,novelty,strong,different_speaker,congruent,Frog,1
adult_ex4,ace084ab85b271427e7d6b9e9e26f40a,5,novelty,strong,same_speaker,congruent,Pig,0
adult_ex4,ace084ab85b271427e7d6b9e9e26f40a,6,novelty,strong,same_speaker,congruent,Bear,0
adult_ex4,ace084ab85b271427e7d6b9e9e26f40a,7,novelty,strong,same_speaker,incongruent,Elephant,1
adult_ex4,ace084ab85b271427e7d6b9e9e26f40a,8,novelty,strong,different_speaker,congruent,Dog,0
adult_ex4,ade9b4af1a75e7371a461892e0fcd087,1,novelty,strong,different_speaker,incongruent,Tiger,0
adult_ex4,ade9b4af1a75e7371a461892e0fcd087,2,novelty,strong,same_speaker,incongruent,Mouse,0
adult_ex4,ade9b4af1a75e7371a461892e0fcd087,3,novelty,strong,different_speaker,congruent,Beaver,1
adult_ex4,ade9b4af1a75e7371a461892e0fcd087,4,novelty,strong,same_speaker,congruent,Bunny,1
adult_ex4,ade9b4af1a75e7371a461892e0fcd087,5,novelty,strong,different_speaker,incongruent,Dog,0
adult_ex4,ade9b4af1a75e7371a461892e0fcd087,6,novelty,strong,same_speaker,congruent,Bear,1
adult_ex4,ade9b4af1a75e7371a461892e0fcd087,7,novelty,strong,same_speaker,incongruent,Sheep,0
adult_ex4,ade9b4af1a75e7371a461892e0fcd087,8,novelty,strong,different_speaker,congruent,Pig,1
adult_ex4,b0b2457a90530481e69701756e8f7434,1,novelty,strong,same_speaker,incongruent,Monkey,0
adult_ex4,b0b2457a90530481e69701756e8f7434,2,novelty,strong,different_speaker,incongruent,Beaver,1
adult_ex4,b0b2457a90530481e69701756e8f7434,3,novelty,strong,same_speaker,congruent,Elephant,1
adult_ex4,b0b2457a90530481e69701756e8f7434,4,novelty,strong,different_speaker,incongruent,Tiger,0
adult_ex4,b0b2457a90530481e69701756e8f7434,5,novelty,strong,different_speaker,congruent,Cat,1
adult_ex4,b0b2457a90530481e69701756e8f7434,6,novelty,strong,different_speaker,congruent,Sheep,1
adult_ex4,b0b2457a90530481e69701756e8f7434,7,novelty,strong,same_speaker,incongruent,Dog,0
adult_ex4,b0b2457a90530481e69701756e8f7434,8,novelty,strong,same_speaker,congruent,Bear,1
adult_ex4,b494fecd53f3f5e43cdd534c32640201,1,novelty,strong,same_speaker,congruent,Tiger,0
adult_ex4,b494fecd53f3f5e43cdd534c32640201,2,novelty,strong,different_speaker,congruent,Dog,1
adult_ex4,b494fecd53f3f5e43cdd534c32640201,3,novelty,strong,different_speaker,congruent,Frog,1
adult_ex4,b494fecd53f3f5e43cdd534c32640201,4,novelty,strong,different_speaker,incongruent,Bear,1
adult_ex4,b494fecd53f3f5e43cdd534c32640201,5,novelty,strong,same_speaker,incongruent,Elephant,0
adult_ex4,b494fecd53f3f5e43cdd534c32640201,6,novelty,strong,different_speaker,incongruent,Mouse,1
adult_ex4,b494fecd53f3f5e43cdd534c32640201,7,novelty,strong,same_speaker,congruent,Bunny,1
adult_ex4,b494fecd53f3f5e43cdd534c32640201,8,novelty,strong,same_speaker,incongruent,Monkey,0
adult_ex4,c0f2f18cb0bbaf256b9da2b61b69a411,1,novelty,strong,different_speaker,incongruent,Beaver,1
adult_ex4,c0f2f18cb0bbaf256b9da2b61b69a411,2,novelty,strong,different_speaker,congruent,Elephant,1
adult_ex4,c0f2f18cb0bbaf256b9da2b61b69a411,3,novelty,strong,same_speaker,incongruent,Sheep,0
adult_ex4,c0f2f18cb0bbaf256b9da2b61b69a411,4,novelty,strong,same_speaker,congruent,Dog,1
adult_ex4,c0f2f18cb0bbaf256b9da2b61b69a411,5,novelty,strong,same_speaker,incongruent,Cat,0
adult_ex4,c0f2f18cb0bbaf256b9da2b61b69a411,6,novelty,strong,same_speaker,congruent,Bear,1
adult_ex4,c0f2f18cb0bbaf256b9da2b61b69a411,7,novelty,strong,different_speaker,congruent,Frog,1
adult_ex4,c0f2f18cb0bbaf256b9da2b61b69a411,8,novelty,strong,different_speaker,incongruent,Pig,1
adult_ex4,c1463e4e7129a35ca028a68fddb6ff58,1,novelty,strong,same_speaker,congruent,Mouse,1
adult_ex4,c1463e4e7129a35ca028a68fddb6ff58,2,novelty,strong,different_speaker,incongruent,Bunny,1
adult_ex4,c1463e4e7129a35ca028a68fddb6ff58,3,novelty,strong,different_speaker,congruent,Bear,1
adult_ex4,c1463e4e7129a35ca028a68fddb6ff58,4,novelty,strong,same_speaker,incongruent,Cat,0
adult_ex4,c1463e4e7129a35ca028a68fddb6ff58,5,novelty,strong,different_speaker,incongruent,Frog,1
adult_ex4,c1463e4e7129a35ca028a68fddb6ff58,6,novelty,strong,same_speaker,congruent,Pig,1
adult_ex4,c1463e4e7129a35ca028a68fddb6ff58,7,novelty,strong,same_speaker,incongruent,Tiger,0
adult_ex4,c1463e4e7129a35ca028a68fddb6ff58,8,novelty,strong,different_speaker,congruent,Dog,1
adult_ex4,c25752cfde744a6374b55fed44145813,1,novelty,strong,same_speaker,congruent,Pig,1
adult_ex4,c25752cfde744a6374b55fed44145813,2,novelty,strong,same_speaker,incongruent,Frog,0
adult_ex4,c25752cfde744a6374b55fed44145813,3,novelty,strong,different_speaker,congruent,Sheep,1
adult_ex4,c25752cfde744a6374b55fed44145813,4,novelty,strong,same_speaker,incongruent,Cat,0
adult_ex4,c25752cfde744a6374b55fed44145813,5,novelty,strong,same_speaker,congruent,Monkey,1
adult_ex4,c25752cfde744a6374b55fed44145813,6,novelty,strong,different_speaker,congruent,Beaver,1
adult_ex4,c25752cfde744a6374b55fed44145813,7,novelty,strong,different_speaker,incongruent,Elephant,0
adult_ex4,c25752cfde744a6374b55fed44145813,8,novelty,strong,different_speaker,incongruent,Mouse,1
adult_ex4,c281aa8ac84712a5c9f79895c064f3ab,1,novelty,strong,same_speaker,incongruent,Tiger,0
adult_ex4,c281aa8ac84712a5c9f79895c064f3ab,2,novelty,strong,same_speaker,congruent,Monkey,1
adult_ex4,c281aa8ac84712a5c9f79895c064f3ab,3,novelty,strong,same_speaker,incongruent,Dog,0
adult_ex4,c281aa8ac84712a5c9f79895c064f3ab,4,novelty,strong,different_speaker,incongruent,Cat,1
adult_ex4,c281aa8ac84712a5c9f79895c064f3ab,5,novelty,strong,different_speaker,congruent,Sheep,1
adult_ex4,c281aa8ac84712a5c9f79895c064f3ab,6,novelty,strong,different_speaker,congruent,Bunny,0
adult_ex4,c281aa8ac84712a5c9f79895c064f3ab,7,novelty,strong,same_speaker,congruent,Elephant,1
adult_ex4,c281aa8ac84712a5c9f79895c064f3ab,8,novelty,strong,different_speaker,incongruent,Beaver,1
adult_ex4,c986afdf982cf83a028d6409e6bcd9f8,1,novelty,strong,different_speaker,congruent,Sheep,1
adult_ex4,c986afdf982cf83a028d6409e6bcd9f8,2,novelty,strong,different_speaker,incongruent,Bunny,1
adult_ex4,c986afdf982cf83a028d6409e6bcd9f8,3,novelty,strong,same_speaker,incongruent,Mouse,1
adult_ex4,c986afdf982cf83a028d6409e6bcd9f8,4,novelty,strong,different_speaker,congruent,Monkey,1
adult_ex4,c986afdf982cf83a028d6409e6bcd9f8,5,novelty,strong,different_speaker,incongruent,Tiger,1
adult_ex4,c986afdf982cf83a028d6409e6bcd9f8,6,novelty,strong,same_speaker,congruent,Beaver,1
adult_ex4,c986afdf982cf83a028d6409e6bcd9f8,7,novelty,strong,same_speaker,congruent,Elephant,1
adult_ex4,c986afdf982cf83a028d6409e6bcd9f8,8,novelty,strong,same_speaker,incongruent,Dog,1
adult_ex4,cec85935cc7cbe09b10689ebfe75bf84,1,novelty,strong,different_speaker,incongruent,Mouse,1
adult_ex4,cec85935cc7cbe09b10689ebfe75bf84,2,novelty,strong,different_speaker,congruent,Cat,1
adult_ex4,cec85935cc7cbe09b10689ebfe75bf84,3,novelty,strong,same_speaker,congruent,Sheep,1
adult_ex4,cec85935cc7cbe09b10689ebfe75bf84,4,novelty,strong,same_speaker,incongruent,Bunny,0
adult_ex4,cec85935cc7cbe09b10689ebfe75bf84,5,novelty,strong,different_speaker,incongruent,Tiger,1
adult_ex4,cec85935cc7cbe09b10689ebfe75bf84,6,novelty,strong,same_speaker,congruent,Pig,1
adult_ex4,cec85935cc7cbe09b10689ebfe75bf84,7,novelty,strong,different_speaker,congruent,Elephant,0
adult_ex4,cec85935cc7cbe09b10689ebfe75bf84,8,novelty,strong,same_speaker,incongruent,Bear,0
adult_ex4,d25181ff31bcb1a48e8b7f4d43db1788,1,novelty,strong,same_speaker,congruent,Bear,1
adult_ex4,d25181ff31bcb1a48e8b7f4d43db1788,2,novelty,strong,different_speaker,congruent,Cat,0
adult_ex4,d25181ff31bcb1a48e8b7f4d43db1788,3,novelty,strong,same_speaker,incongruent,Sheep,0
adult_ex4,d25181ff31bcb1a48e8b7f4d43db1788,4,novelty,strong,different_speaker,incongruent,Dog,0
adult_ex4,d25181ff31bcb1a48e8b7f4d43db1788,5,novelty,strong,different_speaker,congruent,Monkey,0
adult_ex4,d25181ff31bcb1a48e8b7f4d43db1788,6,novelty,strong,same_speaker,incongruent,Elephant,0
adult_ex4,d25181ff31bcb1a48e8b7f4d43db1788,7,novelty,strong,same_speaker,congruent,Bunny,1
adult_ex4,d25181ff31bcb1a48e8b7f4d43db1788,8,novelty,strong,different_speaker,incongruent,Mouse,0
adult_ex4,d3850bd2621b3e3132863020fb8ef0b4,1,novelty,strong,same_speaker,congruent,Frog,1
adult_ex4,d3850bd2621b3e3132863020fb8ef0b4,2,novelty,strong,different_speaker,incongruent,Mouse,0
adult_ex4,d3850bd2621b3e3132863020fb8ef0b4,3,novelty,strong,different_speaker,congruent,Pig,1
adult_ex4,d3850bd2621b3e3132863020fb8ef0b4,4,novelty,strong,same_speaker,congruent,Monkey,1
adult_ex4,d3850bd2621b3e3132863020fb8ef0b4,5,novelty,strong,same_speaker,incongruent,Tiger,0
adult_ex4,d3850bd2621b3e3132863020fb8ef0b4,6,novelty,strong,different_speaker,congruent,Sheep,0
adult_ex4,d3850bd2621b3e3132863020fb8ef0b4,7,novelty,strong,different_speaker,incongruent,Elephant,1
adult_ex4,d3850bd2621b3e3132863020fb8ef0b4,8,novelty,strong,same_speaker,incongruent,Bear,0
adult_ex4,d404f741307e6fe1ff6dd5897d13e522,1,novelty,strong,different_speaker,incongruent,Elephant,1
adult_ex4,d404f741307e6fe1ff6dd5897d13e522,2,novelty,strong,same_speaker,congruent,Cat,1
adult_ex4,d404f741307e6fe1ff6dd5897d13e522,3,novelty,strong,different_speaker,congruent,Bunny,1
adult_ex4,d404f741307e6fe1ff6dd5897d13e522,4,novelty,strong,same_speaker,congruent,Tiger,1
adult_ex4,d404f741307e6fe1ff6dd5897d13e522,5,novelty,strong,same_speaker,incongruent,Sheep,0
adult_ex4,d404f741307e6fe1ff6dd5897d13e522,6,novelty,strong,different_speaker,congruent,Bear,1
adult_ex4,d404f741307e6fe1ff6dd5897d13e522,7,novelty,strong,different_speaker,incongruent,Frog,0
adult_ex4,d404f741307e6fe1ff6dd5897d13e522,8,novelty,strong,same_speaker,incongruent,Pig,0
adult_ex4,d7c89fda432102c82d45368f007a499e,1,novelty,strong,same_speaker,congruent,Frog,1
adult_ex4,d7c89fda432102c82d45368f007a499e,2,novelty,strong,same_speaker,congruent,Bunny,1
adult_ex4,d7c89fda432102c82d45368f007a499e,3,novelty,strong,different_speaker,congruent,Bear,1
adult_ex4,d7c89fda432102c82d45368f007a499e,4,novelty,strong,different_speaker,incongruent,Pig,1
adult_ex4,d7c89fda432102c82d45368f007a499e,5,novelty,strong,same_speaker,incongruent,Tiger,1
adult_ex4,d7c89fda432102c82d45368f007a499e,6,novelty,strong,same_speaker,incongruent,Elephant,1
adult_ex4,d7c89fda432102c82d45368f007a499e,7,novelty,strong,different_speaker,congruent,Cat,1
adult_ex4,d7c89fda432102c82d45368f007a499e,8,novelty,strong,different_speaker,incongruent,Mouse,1
adult_ex4,e0af3e1eb57922374bcc558d01547bdb,1,novelty,strong,different_speaker,incongruent,Mouse,1
adult_ex4,e0af3e1eb57922374bcc558d01547bdb,2,novelty,strong,same_speaker,incongruent,Cat,1
adult_ex4,e0af3e1eb57922374bcc558d01547bdb,3,novelty,strong,same_speaker,congruent,Sheep,0
adult_ex4,e0af3e1eb57922374bcc558d01547bdb,4,novelty,strong,same_speaker,congruent,Beaver,0
adult_ex4,e0af3e1eb57922374bcc558d01547bdb,5,novelty,strong,different_speaker,incongruent,Dog,1
adult_ex4,e0af3e1eb57922374bcc558d01547bdb,6,novelty,strong,different_speaker,congruent,Monkey,1
adult_ex4,e0af3e1eb57922374bcc558d01547bdb,7,novelty,strong,different_speaker,congruent,Elephant,1
adult_ex4,e0af3e1eb57922374bcc558d01547bdb,8,novelty,strong,same_speaker,incongruent,Bear,1
adult_ex4,e9f205bbcd055d9efa73a4f54b22bb9a,1,novelty,strong,same_speaker,incongruent,Beaver,0
adult_ex4,e9f205bbcd055d9efa73a4f54b22bb9a,2,novelty,strong,different_speaker,congruent,Monkey,1
adult_ex4,e9f205bbcd055d9efa73a4f54b22bb9a,3,novelty,strong,different_speaker,incongruent,Elephant,0
adult_ex4,e9f205bbcd055d9efa73a4f54b22bb9a,4,novelty,strong,different_speaker,congruent,Mouse,1
adult_ex4,e9f205bbcd055d9efa73a4f54b22bb9a,5,novelty,strong,same_speaker,congruent,Bear,1
adult_ex4,e9f205bbcd055d9efa73a4f54b22bb9a,6,novelty,strong,different_speaker,incongruent,Frog,0
adult_ex4,e9f205bbcd055d9efa73a4f54b22bb9a,7,novelty,strong,same_speaker,incongruent,Pig,0
adult_ex4,e9f205bbcd055d9efa73a4f54b22bb9a,8,novelty,strong,same_speaker,congruent,Dog,1
adult_ex4,ead94b4ba0fa404690bb7080830ccc18,1,novelty,strong,same_speaker,congruent,Mouse,1
adult_ex4,ead94b4ba0fa404690bb7080830ccc18,2,novelty,strong,different_speaker,incongruent,Tiger,1
adult_ex4,ead94b4ba0fa404690bb7080830ccc18,3,novelty,strong,same_speaker,incongruent,Pig,0
adult_ex4,ead94b4ba0fa404690bb7080830ccc18,4,novelty,strong,same_speaker,incongruent,Frog,0
adult_ex4,ead94b4ba0fa404690bb7080830ccc18,5,novelty,strong,different_speaker,congruent,Dog,1
adult_ex4,ead94b4ba0fa404690bb7080830ccc18,6,novelty,strong,different_speaker,congruent,Cat,1
adult_ex4,ead94b4ba0fa404690bb7080830ccc18,7,novelty,strong,different_speaker,incongruent,Beaver,1
adult_ex4,ead94b4ba0fa404690bb7080830ccc18,8,novelty,strong,same_speaker,congruent,Sheep,1
adult_ex4,f14ed076cfd5bea815b655e929008fe8,1,novelty,strong,different_speaker,congruent,Bear,1
adult_ex4,f14ed076cfd5bea815b655e929008fe8,2,novelty,strong,same_speaker,incongruent,Frog,1
adult_ex4,f14ed076cfd5bea815b655e929008fe8,3,novelty,strong,same_speaker,congruent,Mouse,1
adult_ex4,f14ed076cfd5bea815b655e929008fe8,4,novelty,strong,same_speaker,incongruent,Monkey,1
adult_ex4,f14ed076cfd5bea815b655e929008fe8,5,novelty,strong,different_speaker,incongruent,Tiger,1
adult_ex4,f14ed076cfd5bea815b655e929008fe8,6,novelty,strong,same_speaker,congruent,Dog,1
adult_ex4,f14ed076cfd5bea815b655e929008fe8,7,novelty,strong,different_speaker,congruent,Sheep,1
adult_ex4,f14ed076cfd5bea815b655e929008fe8,8,novelty,strong,different_speaker,incongruent,Beaver,1
adult_ex4,f18f458df220c454a71fa237aed757fa,1,novelty,strong,same_speaker,congruent,Dog,1
adult_ex4,f18f458df220c454a71fa237aed757fa,2,novelty,strong,different_speaker,congruent,Monkey,0
adult_ex4,f18f458df220c454a71fa237aed757fa,3,novelty,strong,same_speaker,incongruent,Bear,0
adult_ex4,f18f458df220c454a71fa237aed757fa,4,novelty,strong,different_speaker,incongruent,Bunny,0
adult_ex4,f18f458df220c454a71fa237aed757fa,5,novelty,strong,same_speaker,congruent,Cat,0
adult_ex4,f18f458df220c454a71fa237aed757fa,6,novelty,strong,different_speaker,congruent,Frog,0
adult_ex4,f18f458df220c454a71fa237aed757fa,7,novelty,strong,different_speaker,incongruent,Beaver,1
adult_ex4,f18f458df220c454a71fa237aed757fa,8,novelty,strong,same_speaker,incongruent,Tiger,0
adult_ex4,f71e04c394e80413b5bbf6a3f41f4781,1,novelty,strong,different_speaker,incongruent,Beaver,1
adult_ex4,f71e04c394e80413b5bbf6a3f41f4781,2,novelty,strong,different_speaker,congruent,Monkey,1
adult_ex4,f71e04c394e80413b5bbf6a3f41f4781,3,novelty,strong,same_speaker,incongruent,Mouse,0
adult_ex4,f71e04c394e80413b5bbf6a3f41f4781,4,novelty,strong,different_speaker,congruent,Bunny,1
adult_ex4,f71e04c394e80413b5bbf6a3f41f4781,5,novelty,strong,different_speaker,incongruent,Frog,0
adult_ex4,f71e04c394e80413b5bbf6a3f41f4781,6,novelty,strong,same_speaker,congruent,Bear,0
adult_ex4,f71e04c394e80413b5bbf6a3f41f4781,7,novelty,strong,same_speaker,incongruent,Pig,0
adult_ex4,f71e04c394e80413b5bbf6a3f41f4781,8,novelty,strong,same_speaker,congruent,Elephant,1
adult_ex4,f77aabf8c3a1d04cb918a49274fa9081,1,novelty,strong,different_speaker,congruent,Bear,0
adult_ex4,f77aabf8c3a1d04cb918a49274fa9081,2,novelty,strong,same_speaker,incongruent,Pig,0
adult_ex4,f77aabf8c3a1d04cb918a49274fa9081,3,novelty,strong,different_speaker,congruent,Cat,0
adult_ex4,f77aabf8c3a1d04cb918a49274fa9081,4,novelty,strong,same_speaker,congruent,Mouse,1
adult_ex4,f77aabf8c3a1d04cb918a49274fa9081,5,novelty,strong,same_speaker,incongruent,Monkey,0
adult_ex4,f77aabf8c3a1d04cb918a49274fa9081,6,novelty,strong,same_speaker,congruent,Tiger,1
adult_ex4,f77aabf8c3a1d04cb918a49274fa9081,7,novelty,strong,different_speaker,incongruent,Sheep,1
adult_ex4,f77aabf8c3a1d04cb918a49274fa9081,8,novelty,strong,different_speaker,incongruent,Beaver,0
adult_ex4,f8ff679090ecd71d2fd0d6e176436178,1,novelty,strong,same_speaker,incongruent,Mouse,0
adult_ex4,f8ff679090ecd71d2fd0d6e176436178,2,novelty,strong,different_speaker,incongruent,Monkey,0
adult_ex4,f8ff679090ecd71d2fd0d6e176436178,3,novelty,strong,same_speaker,congruent,Sheep,1
adult_ex4,f8ff679090ecd71d2fd0d6e176436178,4,novelty,strong,different_speaker,congruent,Cat,0
adult_ex4,f8ff679090ecd71d2fd0d6e176436178,5,novelty,strong,different_speaker,congruent,Frog,0
